,,
State Code (FIPS),County Code (FIPS),Area Name (including legal/statistical area description)
17,000,Lindenhurst village
17,000,Lisbon village
17,000,Lisle village
17,000,Litchfield city
17,000,Littleton village
17,000,Little York village
17,000,Liverpool village
17,000,Livingston village
17,000,Loami village
17,000,Lockport city
17,000,Loda village
17,000,Lomax village
17,000,Lombard village
17,000,London Mills village
17,000,Long Creek village
17,000,Long Grove village
17,000,Long Point village
17,000,Longview village
17,000,Loraine village
17,000,Lostant village
17,000,Louisville village
17,000,Loves Park city
17,000,Lovington village
17,000,Ludlow village
17,000,Lyndon village
17,000,Lynnville village
17,000,Lynwood village
17,000,Lyons village
17,000,McClure village
17,000,McCook village
17,000,McCullom Lake village
17,000,Macedonia village
17,000,McHenry city
17,000,Machesney Park village
17,000,Mackinaw village
17,000,McLean village
17,000,McLeansboro city
17,000,McNabb village
17,000,Macomb city
17,000,Macon city
17,000,Madison city
17,000,Maeystown village
17,000,Magnolia village
17,000,Mahomet village
17,000,Makanda village
17,000,Malden village
17,000,Malta village
17,000,Manchester village
17,000,Manhattan village
17,000,Manito village
17,000,Manlius village
17,000,Mansfield village
17,000,Manteno village
17,000,Maple Park village
17,000,Mapleton village
17,000,Maquon village
17,000,Marengo city
17,000,Marietta village
17,000,Marine village
17,000,Marion city
17,000,Marissa village
17,000,Mark village
17,000,Markham city
17,000,Maroa city
17,000,Marquette Heights city
17,000,Marseilles city
17,000,Marshall city
17,000,Martinsville city
17,000,Martinton village
17,000,Maryville village
17,000,Mascoutah city
17,000,Mason town
17,000,Mason City city
17,000,Matherville village
17,000,Matteson village
17,000,Mattoon city
17,000,Maunie village
17,000,Maywood village
17,000,Mazon village
17,000,Mechanicsburg village
17,000,Media village
17,000,Medora village
17,000,Melrose Park village
17,000,Melvin village
17,000,Mendon village
17,000,Mendota city
17,000,Menominee village
17,000,Meredosia village
17,000,Merrionette Park village
17,000,Metamora village
17,000,Metcalf village
17,000,Metropolis city
17,000,Mettawa village
17,000,Middletown village
17,000,Midlothian village
17,000,Milan village
17,000,Milford village
17,000,Millbrook village
17,000,Mill Creek village
17,000,Milledgeville village
17,000,Millington village
17,000,Mill Shoals village
17,000,Millstadt village
17,000,Milton village
17,000,Mineral village
17,000,Minier village
17,000,Minonk city
17,000,Minooka village
17,000,Modesto village
17,000,Mokena village
17,000,Moline city
17,000,Momence city
17,000,Monee village
17,000,Monmouth city
17,000,Monroe Center village
17,000,Montgomery village
17,000,Monticello city
17,000,Montrose village
17,000,Morris city
17,000,Morrison city
17,000,Morrisonville village
17,000,Morton village
17,000,Morton Grove village
17,000,Mound City city
17,000,Mounds city
17,000,Mound Station village
17,000,Mount Auburn village
17,000,Mount Carmel city
17,000,Mount Carroll city
17,000,Mount Clare village
17,000,Mount Erie village
17,000,Mount Morris village
17,000,Mount Olive city
17,000,Mount Prospect village
17,000,Mount Pulaski city
17,000,Mount Sterling city
17,000,Mount Vernon city
17,000,Mount Zion village
17,000,Moweaqua village
17,000,Muddy village
17,000,Mulberry Grove village
17,000,Muncie village
17,000,Mundelein village
17,000,Murphysboro city
17,000,Murrayville village
17,000,Naperville city
17,000,Naplate village
17,000,Naples town
17,000,Nashville city
17,000,Nason city
17,000,Nauvoo city
17,000,Nebo village
17,000,Nelson village
17,000,Neoga city
17,000,Neponset village
17,000,Newark village
17,000,New Athens village
17,000,New Baden village
17,000,New Bedford village
17,000,New Berlin village
17,000,New Boston city
17,000,New Burnside village
17,000,New Canton town
17,000,New Douglas village
17,000,New Grand Chain village
17,000,New Haven village
17,000,New Holland village
17,000,New Lenox village
17,000,Newman city
17,000,New Milford village
17,000,New Minden village
17,000,New Salem village
17,000,Newton city
17,000,Niantic village
17,000,Niles village
17,000,Nilwood town
17,000,Noble village
17,000,Nokomis city
17,000,Nora village
17,000,Normal town
17,000,Norridge village
17,000,Norris village
17,000,Norris City village
17,000,North Aurora village
17,000,North Barrington village
17,000,Northbrook village
17,000,North Chicago city
17,000,North City village
17,000,Northfield village
17,000,North Henderson village
17,000,Northlake city
17,000,North Pekin village
17,000,North Riverside village
17,000,North Utica village
17,000,Norwood village
17,000,Oak Brook village
17,000,Oakbrook Terrace city
17,000,Oakdale village
17,000,Oakford village
17,000,Oak Forest city
17,000,Oak Grove village
17,000,Oakland city
17,000,Oak Lawn village
17,000,Oak Park village
17,000,Oakwood village
17,000,Oakwood Hills village
17,000,Oblong village
17,000,Oconee village
17,000,Odell village
17,000,Odin village
17,000,O'Fallon city
17,000,Ogden village
17,000,Oglesby city
17,000,Ohio village
17,000,Ohlman village
17,000,Okawville village
17,000,Old Mill Creek village
17,000,Old Ripley village
17,000,Old Shawneetown village
17,000,Olmsted village
17,000,Olney city
17,000,Olympia Fields village
17,000,Omaha village
17,000,Onarga village
17,000,Oneida city
17,000,Oquawka village
17,000,Orangeville village
17,000,Oreana village
17,000,Oregon city
17,000,Orient city
17,000,Orion village
17,000,Orland Hills village
17,000,Orland Park village
17,000,Oswego village
17,000,Ottawa city
17,000,Otterville town
17,000,Owaneco village
17,000,Palatine village
17,000,Palestine village
17,000,Palmer village
17,000,Palmyra village
17,000,Palos Heights city
17,000,Palos Hills city
17,000,Palos Park village
17,000,Pana city
17,000,Panama village
17,000,Panola village
17,000,Papineau village
17,000,Paris city
17,000,Park City city
17,000,Parkersburg village
17,000,Park Forest village
17,000,Park Ridge city
17,000,Patoka village
17,000,Pawnee village
17,000,Paw Paw village
17,000,Paxton city
17,000,Payson village
17,000,Pearl village
17,000,Pearl City village
17,000,Pecatonica village
17,000,Pekin city
17,000,Peoria city
17,000,Peoria Heights village
17,000,Peotone village
17,000,Percy village
17,000,Perry village
17,000,Peru city
17,000,Pesotum village
17,000,Petersburg city
17,000,Phillipstown village
17,000,Philo village
17,000,Phoenix village
17,000,Pierron village
17,000,Pinckneyville city
17,000,Pingree Grove village
17,000,Piper City village
17,000,Pittsburg village
17,000,Pittsfield city
17,000,Plainfield village
17,000,Plainville village
17,000,Plano city
17,000,Plattville village
17,000,Pleasant Hill village
17,000,Pleasant Plains village
17,000,Plymouth village
17,000,Pocahontas village
17,000,Polo city
17,000,Pontiac city
17,000,Pontoon Beach village
17,000,Pontoosuc village
17,000,Poplar Grove village
17,000,Port Barrington village
17,000,Port Byron village
17,000,Posen village
17,000,Potomac village
17,000,Prairie City village
17,000,Prairie du Rocher village
17,000,Prairie Grove village
17,000,Princeton city
17,000,Princeville village
17,000,Prophetstown city
17,000,Prospect Heights city
17,000,Pulaski village
17,000,Quincy city
17,000,Radom village
17,000,Raleigh village
17,000,Ramsey village
17,000,Rankin village
17,000,Ransom village
17,000,Rantoul village
17,000,Rapids City village
17,000,Raritan village
17,000,Raymond village
17,000,Red Bud city
17,000,Reddick village
17,000,Redmon village
17,000,Reynolds village
17,000,Richmond village
17,000,Richton Park village
17,000,Richview village
17,000,Ridge Farm village
17,000,Ridgway village
17,000,Ridott village
17,000,Ringwood village
17,000,Rio village
17,000,Ripley village
17,000,Riverdale village
17,000,River Forest village
17,000,River Grove village
17,000,Riverside village
17,000,Riverton village
17,000,Riverwoods village
17,000,Roanoke village
17,000,Robbins village
17,000,Roberts village
17,000,Robinson city
17,000,Rochelle city
17,000,Rochester village
17,000,Rockbridge village
17,000,Rock City village
17,000,Rockdale village
17,000,Rock Falls city
17,000,Rockford city
17,000,Rock Island city
17,000,Rockton village
17,000,Rockwood village
17,000,Rolling Meadows city
17,000,Romeoville village
17,000,Roodhouse city
17,000,Roscoe village
17,000,Rose Hill village
17,000,Roselle village
17,000,Rosemont village
17,000,Roseville village
17,000,Rosiclare city
17,000,Rossville village
17,000,Round Lake village
17,000,Round Lake Beach village
17,000,Round Lake Heights village
17,000,Round Lake Park village
17,000,Roxana village
17,000,Royal village
17,000,Royal Lakes village
17,000,Royalton village
17,000,Ruma village
17,000,Rushville city
17,000,Russellville village
17,000,Rutland village
17,000,Sadorus village
17,000,Sailor Springs village
17,000,St. Anne village
17,000,St. Augustine village
17,000,St. Charles city
17,000,St. David village
17,000,St. Elmo city
17,000,Ste. Marie village
17,000,St. Francisville city
17,000,St. Jacob village
17,000,St. Johns village
17,000,St. Joseph village
17,000,St. Libory village
17,000,St. Peter village
17,000,St. Rose village
17,000,Salem city
17,000,Sammons Point village
17,000,Sandoval village
17,000,Sandwich city
17,000,San Jose village
17,000,Sauget village
17,000,Sauk Village village
17,000,Saunemin village
17,000,Savanna city
17,000,Savoy village
17,000,Sawyerville village
17,000,Saybrook village
17,000,Scales Mound village
17,000,Schaumburg village
17,000,Schiller Park village
17,000,Schram City village
17,000,Sciota village
17,000,Scottville village
17,000,Seaton village
17,000,Seatonville village
17,000,Secor village
17,000,Seneca village
17,000,Sesser city
17,000,Shabbona village
17,000,Shannon village
17,000,Shawneetown city
17,000,Sheffield village
17,000,Shelbyville city
17,000,Sheldon village
17,000,Sheridan village
17,000,Sherman village
17,000,Sherrard village
17,000,Shiloh village
17,000,Shipman town
17,000,Shorewood village
17,000,Shumway village
17,000,Sibley village
17,000,Sidell village
17,000,Sidney village
17,000,Sigel town
17,000,Silvis city
17,000,Simpson village
17,000,Sims village
17,000,Skokie village
17,000,Sleepy Hollow village
17,000,Smithboro village
17,000,Smithfield village
17,000,Smithton village
17,000,Somonauk village
17,000,Sorento village
17,000,South Barrington village
17,000,South Beloit city
17,000,South Chicago Heights village
17,000,South Elgin village
17,000,Southern View village
17,000,South Holland village
17,000,South Jacksonville village
17,000,South Pekin village
17,000,South Roxana village
17,000,South Wilmington village
17,000,Sparland village
17,000,Sparta city
17,000,Spaulding village
17,000,Spillertown village
17,000,Spring Bay village
17,000,Springerton village
17,000,Springfield city
17,000,Spring Grove village
17,000,Spring Valley city
17,000,Standard village
17,000,Standard City village
17,000,Stanford village
17,000,Staunton city
17,000,Steeleville village
17,000,Steger village
17,000,Sterling city
17,000,Steward village
17,000,Stewardson village
17,000,Stickney village
17,000,Stillman Valley village
17,000,Stockton village
